split,interval_type,origin_index,origin_date,horizon_trading_days,raw_gold_price_anchor,actual_gold_price,predicted_log_return_p10,predicted_log_return_p50,predicted_log_return_p90,forecast_price_p10,forecast_price_p50,forecast_price_p90
test,calibrated,4440,2023-01-09,1,1974.4000244140625,1974.4000244140625,-0.0336588545728199,-0.006503584489938321,0.05242857119517026,1909.049954941438,1961.6010118809209,2080.6766187457833
test,calibrated,4440,2023-01-09,5,1974.4000244140625,2005.9000244140625,-0.07682154952411768,-0.018150684828467913,0.06944424566972435,1828.4031998758924,1938.886583461317,2116.383662970659
test,calibrated,4440,2023-01-09,10,1974.4000244140625,1936.699951171875,-0.05362191245640271,-0.005381135380262733,0.06460544367761069,1871.3173622568722,1963.8040453554277,2106.167638080159
test,calibrated,4440,2023-01-09,20,1974.4000244140625,2028.800048828125,-0.06286473194469605,-0.009625537694104744,0.06699695004365386,1854.1008010230507,1955.4865348384556,2111.210579103854
test,calibrated,4440,2023-01-09,30,1974.4000244140625,1846.0,-0.06761627897762568,-0.006092773047599807,0.08069468363047413,1845.311850953826,1962.4070255703919,2140.3283476058173
test,calibrated,4441,2023-01-10,1,1974.4000244140625,2005.9000244140625,-0.03415688535145114,-0.006989110166822785,0.05188250341828023,1908.0994260219086,1960.648835393622,2079.540738452197
test,calibrated,4441,2023-01-10,5,1974.4000244140625,1931.800048828125,-0.07076843320643429,-0.015736973491884552,0.06956303393152598,1839.5043013540733,1943.5721485140675,2116.635079439656
test,calibrated,4441,2023-01-10,10,1974.4000244140625,1943.800048828125,-0.0560927953967178,-0.007057718451987411,0.06394482616415754,1866.6992638503991,1960.514323253592,2104.7767263330893
test,calibrated,4441,2023-01-10,20,1974.4000244140625,2028.800048828125,-0.06393144014590103,-0.010402597521866275,0.06734779821600904,1852.1240709772521,1953.9675950384844,2111.951423431329
test,calibrated,4441,2023-01-10,30,1974.4000244140625,1848.0,-0.0680809271876085,-0.007314305934747692,0.07988114729898182,1844.4546292741024,1960.0113443502778,2138.587820820601
test,calibrated,4442,2023-01-11,1,2005.9000244140625,2005.9000244140625,-0.0353069351834838,-0.007451992199847581,0.05213362300384363,1936.3135140830636,1991.007630995453,2113.248787410281
test,calibrated,4442,2023-01-11,5,2005.9000244140625,1929.800048828125,-0.08315891988753928,-0.021970310441399066,0.06901415324855814,1845.8390248380588,1962.3103706359325,2149.224336379759
test,calibrated,4442,2023-01-11,10,2005.9000244140625,1949.5,-0.06032292843078593,-0.01008145357462817,0.06183769294666774,1888.4755599814475,1985.7792302841772,2133.855725322373
test,calibrated,4442,2023-01-11,20,2005.9000244140625,1962.9000244140625,-0.065281400867031,-0.011036637156243964,0.06764057579950498,1879.1347831011408,1983.8833521666675,2146.2742368572726
test,calibrated,4442,2023-01-11,30,2005.9000244140625,1846.4000244140625,-0.07419699883865043,-0.01085904866110126,0.07897901775554252,1862.4556356096662,1984.2356983111022,2170.748128416118
test,calibrated,4443,2023-01-12,1,2005.9000244140625,2005.9000244140625,-0.03412876161713297,-0.006916965499086712,0.05400174185571664,1938.5961719010302,1992.0731582568042,2117.200277085736
test,calibrated,4443,2023-01-12,5,2005.9000244140625,1936.9000244140625,-0.07560957638374553,-0.01876335972537344,0.07179465678524521,1859.8266298744563,1968.613504802357,2155.208577995238
test,calibrated,4443,2023-01-12,10,2005.9000244140625,1949.800048828125,-0.0587670703928837,-0.00933520583613505,0.06432643527674425,1891.4160467576514,1987.2616666075046,2139.1729562566056
test,calibrated,4443,2023-01-12,20,2005.9000244140625,1962.9000244140625,-0.06372688541354224,-0.010985291737521642,0.06876850974058574,1882.0581988194078,1983.985218103233,2148.6964582119276
test,calibrated,4443,2023-01-12,30,2005.9000244140625,1832.699951171875,-0.07310088935562974,-0.010109511169044117,0.08177511961958754,1864.4982101317096,1985.723514877558,2176.826254874722
test,calibrated,4444,2023-01-13,1,2005.9000244140625,2005.9000244140625,-0.03393241091515581,-0.008023836214705699,0.050568841561403205,1938.976853992608,1989.8694106713883,2109.944600763658
test,calibrated,4444,2023-01-13,5,2005.9000244140625,1936.9000244140625,-0.07952343688647706,-0.02356364523786345,0.06712299305748358,1852.561754015,1959.1862427926753,2145.163649787774
test,calibrated,4444,2023-01-13,10,2005.9000244140625,1949.800048828125,-0.05973041258121707,-0.011562356182239296,0.06112647602949032,1889.5948432460511,1982.8406610483726,2132.3386305873773
test,calibrated,4444,2023-01-13,20,2005.9000244140625,1855.0999755859375,-0.06468214573527568,-0.012468801841039014,0.06754901207496604,1880.2612017355389,1981.0441380873017,2146.0777249910807
test,calibrated,4444,2023-01-13,30,2005.9000244140625,1832.699951171875,-0.07238539804464993,-0.01216654187374599,0.07803392918447563,1865.8327197584865,1981.6430189279781,2168.6975483118276
test,calibrated,4445,2023-01-16,1,2005.9000244140625,1931.800048828125,-0.030803838242108784,-0.006218835643902977,0.05275419160303476,1945.0525832161366,1993.4643695688646,2114.560610245957
test,calibrated,4445,2023-01-16,5,2005.9000244140625,1936.699951171875,-0.070531100517455,-0.019451586566044888,0.06765978423839962,1869.295738498161,1967.259118265487,2146.315463830754
test,calibrated,4445,2023-01-16,10,2005.9000244140625,1940.800048828125,-0.05629578389149064,-0.011092867030009454,0.059822054150302756,1896.0960581451702,1983.7718017924708,2129.5589747398903
test,calibrated,4445,2023-01-16,20,2005.9000244140625,1868.5,-0.05863370845966933,-0.010567695889938845,0.06589027584855732,1891.6683064787078,1984.8138951059736,2142.520898857651
test,calibrated,4445,2023-01-16,30,2005.9000244140625,1827.300048828125,-0.07044081991898764,-0.012176497075639225,0.076965004751294,1869.4645072543026,1981.6232913698404,2166.380613049223
test,calibrated,4446,2023-01-17,1,1931.800048828125,1929.800048828125,-0.03293663586593708,-0.007133835338267235,0.05168079254262955,1869.2094737445004,1918.0679448948358,2034.2618556171656
test,calibrated,4446,2023-01-17,5,1931.800048828125,1943.800048828125,-0.07890428047026364,-0.022033617331991388,0.06792951940218235,1785.2312444792606,1889.7010060636676,2067.586025348619
test,calibrated,4446,2023-01-17,10,1931.800048828125,1938.0,-0.055491068570111234,-0.007927765192010447,0.0629898265374798,1827.5223958337965,1916.5457378346473,2057.397969062702
test,calibrated,4446,2023-01-17,20,1931.800048828125,1871.0,-0.06001646847892211,-0.01053697504889377,0.06358185422549104,1819.2708110929377,1911.551586032714,2058.616366252494
test,calibrated,4446,2023-01-17,30,1931.800048828125,1838.5999755859375,-0.06790861629493457,-0.008122260004067393,0.07964080339937514,1804.9693657264147,1916.173015878987,2091.9424566405664
test,calibrated,4447,2023-01-18,1,1929.800048828125,1936.9000244140625,-0.0354143184500569,-0.007156827619135228,0.05298858622797945,1862.6534878430539,1916.0381072019372,2034.8151555883233
test,calibrated,4447,2023-01-18,5,1929.800048828125,1949.5,-0.08677950395760048,-0.022590268993758076,0.07000761695585087,1769.3936051903981,1886.6940676153608,2069.7421056271505
test,calibrated,4447,2023-01-18,10,1929.800048828125,1938.0,-0.05880517912698637,-0.006764590499778366,0.06585488938347057,1819.5900287387165,1916.7897958801477,2061.1648523418316
test,calibrated,4447,2023-01-18,20,1929.800048828125,1861.699951171875,-0.06600436781712407,-0.011168387580148365,0.06341532786475784,1806.5374969768338,1908.3672018827056,2056.1426423702183
test,calibrated,4447,2023-01-18,30,1929.800048828125,1856.5999755859375,-0.0744558390300621,-0.008703746859578834,0.08118932357998404,1791.3339340589712,1913.0764423072833,2093.015228770361
test,calibrated,4448,2023-01-19,1,1936.9000244140625,1936.9000244140625,-0.038315370917261095,-0.007299595701573719,0.05439334979748948,1864.0907459976006,1922.8129149747474,2045.1724616585125
test,calibrated,4448,2023-01-19,5,1936.9000244140625,1949.800048828125,-0.09073302161942931,-0.022413177127636717,0.07190880653037382,1768.8962205440166,1893.9708280397463,2081.3101516052006
test,calibrated,4448,2023-01-19,10,1936.9000244140625,1966.300048828125,-0.059688283954775094,-0.005466354138724939,0.06741470908310102,1824.6724391285202,1926.3411285738403,2071.9775275344055
test,calibrated,4448,2023-01-19,20,1936.9000244140625,1846.0,-0.07150510048233798,-0.01282071880820343,0.06209279035377204,1803.237515398335,1912.2260806609484,2060.9799216631245
test,calibrated,4448,2023-01-19,30,1936.9000244140625,1856.5999755859375,-0.0768165662930602,-0.008236438929418001,0.0814965200768604,1793.6850721819815,1921.012384256137,2101.3611250376607
test,calibrated,4449,2023-01-20,1,1936.9000244140625,1936.699951171875,-0.0369848884005745,-0.0062425266306681704,0.05610804578808722,1866.5725367681807,1924.8465356857196,2048.682318987776
test,calibrated,4449,2023-01-20,5,1936.9000244140625,1949.800048828125,-0.09452483690531971,-0.023702061389906697,0.07674083813174379,1762.2015932320926,1891.531291324245,2091.3914449788176
test,calibrated,4449,2023-01-20,10,1936.9000244140625,1845.300048828125,-0.059813602588435155,-0.003610923623643849,0.07382130082212232,1824.4437879989944,1929.9186385705252,2085.2944541530164
test,calibrated,4449,2023-01-20,20,1936.9000244140625,1846.0,-0.07243850846396338,-0.013804147056690141,0.06273008676489877,1801.555144400102,1910.3464678993623,2062.293795389641
test,calibrated,4449,2023-01-20,30,1936.9000244140625,1856.5999755859375,-0.07695448240532175,-0.0068388246510687105,0.08612802913197788,1793.4377111681313,1923.6990956490263,2111.116170970279
test,calibrated,4450,2023-01-23,1,1936.699951171875,1943.800048828125,-0.03904043250692543,-0.006879814826065588,0.05615763470163923,1862.5472424665495,1923.4215430031181,2048.5722830819723
test,calibrated,4450,2023-01-23,5,1936.699951171875,1940.800048828125,-0.09193192303595826,-0.02178967325465648,0.07360616948535911,1766.5942588679059,1894.9563335452694,2084.6305348228043
test,calibrated,4450,2023-01-23,10,1936.699951171875,2028.800048828125,-0.05891171609793494,-0.003846344062449839,0.06987816426281429,1825.901344376047,1929.2650445845647,2076.8734894387244
test,calibrated,4450,2023-01-23,20,1936.699951171875,1846.0,-0.07247300134026867,-0.013010008393485088,0.06148943538663595,1801.30691835965,1911.6666632884007,2059.5240325119585
test,calibrated,4450,2023-01-23,30,1936.699951171875,2050.0,-0.07789302991552621,-0.00812544481839197,0.08141491786904809,1791.5701938878306,1921.0271630066272,2100.9726126890414
test,calibrated,4451,2023-01-24,1,1943.800048828125,1949.5,-0.039517278311209485,-0.006938212223250775,0.05581248994481899,1868.4842989718163,1930.3602296433382,2055.372990049218
test,calibrated,4451,2023-01-24,5,1943.800048828125,1938.0,-0.09387069590856549,-0.022962843422705652,0.07804061143570766,1769.6364841356303,1899.6734477283462,2101.5716228199194
test,calibrated,4451,2023-01-24,10,1943.800048828125,2028.800048828125,-0.05933545407857478,-0.0030603100900987073,0.073335692854941,1831.8188697288133,1937.8605109749333,2091.707123472955
test,calibrated,4451,2023-01-24,20,1943.800048828125,1848.0,-0.07634656379196997,-0.013895344825218292,0.06490027844847772,1800.9211453400285,1916.9770657596382,2074.136917240557
test,calibrated,4451,2023-01-24,30,1943.800048828125,1939.9000244140625,-0.07875243525968678,-0.008929063212176262,0.08251179745688683,1796.5935684251717,1926.520993013255,2110.9891786150374
test,calibrated,4452,2023-01-25,1,1949.5,1949.800048828125,-0.03731850319290576,-0.005164345708476793,0.05943204247474656,1878.0883534550667,1939.4580603837967,2068.8749806284904
test,calibrated,4452,2023-01-25,5,1949.5,1938.0,-0.08590429313251281,-0.016921064642870676,0.08381914597096181,1789.021167182183,1916.7899097204208,2119.9490924736488
test,calibrated,4452,2023-01-25,10,1949.5,1962.9000244140625,-0.05451939456761485,-0.000897989417509144,0.07325024839630004,1846.0598091393413,1947.7501554191113,2097.66155247793
test,calibrated,4452,2023-01-25,20,1949.5,1846.4000244140625,-0.07403162463031014,-0.014247401504176159,0.061281049860711166,1810.3882133803136,1921.9216174185276,2072.7038844932094
test,calibrated,4452,2023-01-25,30,1949.5,1945.5,-0.07511397006619631,-0.007110723526050101,0.0819884170056735,1808.4298079871335,1935.6868135631084,2116.071590675524
test,calibrated,4453,2023-01-26,1,1949.800048828125,1949.800048828125,-0.039008266620691914,-0.006081259082989649,0.05893845120177382,1875.2060779726307,1937.9787900706142,2068.1723187526222
test,calibrated,4453,2023-01-26,5,1949.800048828125,1966.300048828125,-0.08799795729113008,-0.019000188020409488,0.08431979984446333,1785.5542495138047,1913.1032087076892,2121.337165085706
test,calibrated,4453,2023-01-26,10,1949.800048828125,1962.9000244140625,-0.05662366308172045,-0.0030042311443203625,0.07059300128832563,1842.4628188957563,1943.951188858904,2092.4169422934788
